earnings_date,report_time,symbol,company_name,exchange,country,fiscal_quarter_ending,consensus_eps_forecast,number_of_estimates,last_year_report_date,last_year_eps,eps_yoy_change_pct,earnings_expectation,nasdaq_market_cap,price,daily_change_pct,volume,technical_market_cap,52_week_low,52_week_high,distance_from_52w_low_pct,distance_from_52w_high_pct,rsi_14,rsi_signal,macd,macd_signal_line,macd_direction,sma_20,sma_50,sma_200,ema_20,ema_50,ema_200,trend_structure,bollinger_lower,bollinger_upper,bollinger_position,stochastic_k,stochastic_d,adx,adx_plus_di,adx_minus_di,cci_20,momentum,vwma,atr_14,atr_pct,relative_volume_10d,return_1m_pct,return_3m_pct,return_6m_pct,technical_rating_score,technical_rating,bullish_bearish_signal,moving_average_rating,oscillator_rating,future_bias_not_forecast,one_month_scenario_low,one_month_scenario_high,scenario_range_pct,data_status,earnings_source,technical_source,captured_at_utc
2026-09-21,Time not supplied,HYFT,MindWalk Holdings Corp.,NASDAQ,United States,Jul/2026,-0.05,1.0,9/15/2025,-0.07,28.571428571428577,Forecast EPS growth,62126784.0,1.32,-0.7518796992481209,91944.0,62023235.0,0.99,2.99,33.33333333333335,-55.85284280936455,45.16044226830827,Neutral,-0.01610974074569871,-0.011133948767240982,Bearish,1.3702499999999989,1.407500000000001,1.5181999999999993,1.3637023043411716,1.3942313758678624,1.4429362300108521,Bearish alignment,1.2839670352850185,1.4565329647149792,Lower third,31.333333333333343,30.000000000000004,11.962564463085739,15.731141606356495,21.605843889271632,-76.60893758751854,-0.08999999999999986,1.3709625504718743,0.08949323348542758,6.779790415562695,1.2035972824023773,-3.6496350364963535,-27.86885245901639,13.793103448275875,-0.49090909090909096,Sell,Bearish,Strong Sell,Sell,Bearish technical bias,0.9098904833666716,1.7301095166333287,31.068902775252162,Complete,https://www.nasdaq.com/market-activity/earnings?date=2026-09-21,https://www.tradingview.com/symbols/NASDAQ-HYFT/,2026-09-06T07:14:29+00:00
2026-09-09,After hours,SKIL,Skillsoft Corp.,NYSE,United States,Jul/2026,0.54,1.0,9/09/2025,0.47,14.89361702127661,Forecast EPS growth,58288940.0,6.81,4.769230769230763,56238.0,61068874.0,3.43,18.45,98.5422740524781,-63.08943089430894,43.09598893493174,Neutral,-0.2648609383704592,-0.09419995501037283,Bearish,7.6865000000000006,7.2818,6.973949999999998,7.265658135394166,7.2867974941968425,8.19100502789716,Negative / mixed,5.859805991688831,9.51319400831117,Lower third,12.522206082061482,8.893475250689939,19.847860779806183,14.738422518609783,22.492720594227123,-92.94478982115935,-1.4699999999999998,7.5238077836828,0.6575707520821618,9.655958180354798,1.0191828487028698,-15.087281795511222,-3.8135593220339046,52.348993288590606,-0.3090909090909091,Sell,Bearish,Strong Sell,Buy,Bearish technical bias,3.796632253794453,9.823367746205546,44.24915926880392,Complete,https://www.nasdaq.com/market-activity/earnings?date=2026-09-09,https://www.tradingview.com/symbols/NYSE-SKIL/,2026-09-06T07:14:29+00:00
2026-09-21,Time not supplied,OPTT,"Ocean Power Technologies, Inc.",AMEX,United States,Jul/2026,0.03,1.0,9/15/2025,-0.04,175.00000000000003,Forecast turnaround to profit,52487972.0,0.1874,-3.5512094698919148,3424421.0,50624014.99999999,0.1307,0.72,43.38179035960215,-73.97222222222221,49.81537417114829,Neutral,-0.00559676102719997,-0.007162440171924011,Bullish,0.1871150000000001,0.19816600000000037,0.3395440000000005,0.18394568680502701,0.20794241835023675,0.31948326072343475,Negative / mixed,0.16351243446148828,0.2107175655385119,Middle third,40.87205801860974,26.343596059113253,21.952400120430347,21.030716446043275,19.685470302442432,-13.86599400385098,0.0031000000000000194,0.1892529639662815,0.016075722720389724,8.57829387427413,0.8094686449123184,8.323699421965332,-41.161695447409734,-54.414984188761856,-0.11212121212121212,Sell,Neutral,Sell,Neutral,Neutral / mixed technical bias,0.11373178378269269,0.26106821621730736,39.3106810124372,Complete,https://www.nasdaq.com/market-activity/earnings?date=2026-09-21,https://www.tradingview.com/symbols/AMEX-OPTT/,2026-09-06T07:14:29+00:00
2026-10-05,Time not supplied,NTWK,NetSol Technologies Inc.,NASDAQ,United States,Jun/2026,,7.0,N/A,0.22,,Insufficient EPS comparison,48693296.0,4.08,-0.48780487804877015,4859.0,48455769.0,2.73,5.75,49.45054945054945,-29.04347826086956,45.05419420975898,Neutral,-0.05577836245736201,-0.06871099777269461,Bullish,4.089,4.2879000000000005,3.7187750000000013,4.113757177719903,4.189996449892983,3.9280320226222822,Mixed,3.9710339031757345,4.206966096824266,Middle third,31.498980915323333,26.265525174190174,18.64342317180408,15.439395960613618,8.724887807568942,-59.58837435683677,0.020000000000000462,4.076523143383153,0.13299068180585644,3.259575534457265,0.3391545913951476,-5.116279069767436,-9.333333333333332,13.64902506963789,-0.17878787878787877,Sell,Neutral,Sell,Neutral,Neutral / mixed technical bias,3.4705601339008765,4.689439866099123,14.937251620076555,Complete,https://www.nasdaq.com/market-activity/earnings?date=2026-10-05,https://www.tradingview.com/symbols/NASDAQ-NTWK/,2026-09-06T07:14:29+00:00
2026-10-05,Time not supplied,POCI,"Precision Optics Corporation, Inc.",NASDAQ,United States,Jun/2026,,6.0,N/A,-0.18,,Insufficient EPS comparison,47829080.0,4.35,-0.45766590389017076,45070.0,47610179.00000001,3.55,6.15,22.535211267605625,-29.268292682926845,48.109087939103524,Neutral,-0.02556496440612399,-0.040519998549477486,Bullish,4.3447499999999994,4.491199999999995,4.598431500000007,4.369134341049861,4.49787308142214,4.618329043677906,Negative / mixed,4.13507227109197,4.554427728908029,Middle third,25.430473992003716,24.78835009822645,25.68291617730443,20.128241924344906,11.056929156713611,-1.1931273703964909,-0.20999999999999996,4.354185538060495,0.27690539997447045,6.365641378723459,1.2674460133240728,2.35294117647058,-23.280423280423285,-1.248581157775269,-0.3333333333333333,Sell,Neutral,Strong Sell,Unavailable,Neutral / mixed technical bias,3.081060044274966,5.6189399557250335,29.171033464943303,Complete,https://www.nasdaq.com/market-activity/earnings?date=2026-10-05,https://www.tradingview.com/symbols/NASDAQ-POCI/,2026-09-06T07:14:29+00:00
2026-09-09,Time not supplied,CULP,"Culp, Inc.",NASDAQ,United States,Jul/2026,0.44,1.0,9/10/2025,-0.02,2300.0,Forecast turnaround to profit,42866136.0,3.43,1.7804154302670638,21549.0,43629334.0,2.7,4.7999,27.037037037037038,-28.540177920373345,52.02020508473617,Neutral,-0.018774096488506586,-0.017046618358393197,Bearish,3.3825000000000016,3.430199999999995,3.354449999999998,3.395700578693733,3.3855927780312136,3.471291648230142,Mixed,3.2528658995483077,3.5121341004516955,Upper third,43.34049190117471,34.160092282470394,11.739710203860708,17.22200439802067,15.78696655003594,3.297209494014403,0.010000000000000231,3.375477809746759,0.1385627971508096,4.03973169535888,1.2273457345620649,-1.2295908083047762,7.1875,1.7804154302670638,0.28787878787878785,Buy,Neutral,Strong Buy,Neutral,Neutral / mixed technical bias,2.795025493551604,4.064974506448396,18.512376281294355,Complete,https://www.nasdaq.com/market-activity/earnings?date=2026-09-09,https://www.tradingview.com/symbols/NASDAQ-CULP/,2026-09-06T07:14:29+00:00
2026-09-24,Time not supplied,RAVE,"Rave Restaurant Group, Inc.",NASDAQ,United States,Jun/2026,,2.0,N/A,0.06,,Insufficient EPS comparison,43345276.0,3.04,-0.32786885245900943,18588.0,43203159.99999999,2.25,3.75,35.111111111111114,-18.933333333333337,40.82216569974788,Neutral,-0.02053551385072483,-0.019310595034063342,Bearish,3.086000000000004,3.178800000000001,2.986449999999995,3.1002704349073262,3.1112795509824296,2.9918601884596656,Mixed,3.0160285772627073,3.1559714227373004,Lower third,35.27911458874302,47.70741728121498,9.55225481182037,15.94356301722663,19.516117106947927,-155.17727013383873,-0.06999999999999984,3.0784897078759266,0.10312697913758016,3.392334840051979,1.1063956429868158,-6.027820710973721,7.80141843971632,7.99289520426288,-0.403030303030303,Sell,Neutral,Strong Sell,Sell,Neutral / mixed technical bias,2.5674128119099073,3.5125871880900927,15.545631187174106,Complete,https://www.nasdaq.com/market-activity/earnings?date=2026-09-24,https://www.tradingview.com/symbols/NASDAQ-RAVE/,2026-09-06T07:14:29+00:00
2026-10-06,Time not supplied,AXIL,"AXIL Brands, Inc.",AMEX,United States,Aug/2026,,1.0,N/A,0.04,,Insufficient EPS comparison,43665160.0,6.24,-2.500000000000002,18968.0,42573528.00000001,4.28,9.86,45.79439252336448,-36.71399594320486,50.02859438210026,Neutral,0.1404058212155901,0.11917408782673375,Bullish,6.2167499999999976,6.095112,6.497658999999988,6.288508083410808,6.214103081479043,6.380982514156274,Mixed,5.498423646592056,6.935076353407939,Middle third,37.548446279096424,51.42353052101717,30.664608875573755,30.356062459863875,14.686989648765758,25.528231628232277,0.1200000000000001,6.375003928034058,0.4539696981865607,7.2751554196564205,0.43111736402006484,10.247349823321557,-5.361340714339873,1.960784313725492,-0.08787878787878788,Neutral,Neutral,Sell,Neutral,Neutral / mixed technical bias,4.159649494843829,8.32035050515617,33.33895040314377,Complete,https://www.nasdaq.com/market-activity/earnings?date=2026-10-06,https://www.tradingview.com/symbols/AMEX-AXIL/,2026-09-06T07:14:29+00:00
2026-09-08,After hours,MIND,"MIND Technology, Inc.",NASDAQ,United States,Jul/2026,,,N/A,0.24,,Insufficient EPS comparison,40173624.0,4.57,3.3936651583710487,85028.0,41536983.0,4.2548,14.5,7.4081037886622125,-68.48275862068965,46.20144361352544,Neutral,-0.177179439106804,-0.20029003240859383,Bullish,4.563749999999995,4.919100000000008,7.208024999999993,4.582062429648846,4.979418323946803,6.593788703183877,Negative / mixed,4.142432127129403,4.985067872870587,Middle third,24.672716873751313,14.621407125345527,9.32417977380069,22.977918098087613,17.168811148038625,-14.412598074209647,0.040000000000000036,4.598008605823771,0.2515052214791466,5.5033965312723545,1.0109094713614488,-16.146788990825684,-33.089311859443626,-40.026246719160106,-0.1090909090909091,Sell,Neutral,Sell,Buy,Neutral / mixed technical bias,3.4174582848951776,5.722541715104823,25.21973118391297,Complete,https://www.nasdaq.com/market-activity/earnings?date=2026-09-08,https://www.tradingview.com/symbols/NASDAQ-MIND/,2026-09-06T07:14:29+00:00
2026-09-25,Time not supplied,LITS,"Lite Strategy, Inc.",NASDAQ,United States,Jun/2026,,1.0,N/A,,,Insufficient EPS comparison,33157954.0,1.14,9.615384615384603,159927.0,38788727.00000001,0.6888,3.4,65.50522648083623,-66.47058823529413,70.80709831433228,Overbought,0.030624300201812393,0.015307962453637877,Bullish,0.96815,0.9686900000000006,1.167322999999998,0.9959991465228385,0.9784407057553972,1.3558947776096835,Mixed,0.8278649829810736,1.1084350170189263,At/above upper band,85.00664780586617,73.90911414482493,18.59596585243443,24.062172523848794,13.483236411760185,149.14302799049068,0.15029999999999988,1.0090572953833081,0.06699245968683949,5.876531551477148,0.3837075389760889,18.01242236024844,38.85505481120584,2.702702702702685,0.4242424242424242,Buy,Neutral,Strong Buy,Buy,Neutral / mixed technical bias,0.8330019824937803,1.4469980175062194,26.92965065844032,Complete,https://www.nasdaq.com/market-activity/earnings?date=2026-09-25,https://www.tradingview.com/symbols/NASDAQ-LITS/,2026-09-06T07:14:29+00:00
2026-09-09,Pre-market,DXLG,"Destination XL Group, Inc.",NASDAQ,United States,Jul/2026,,,N/A,,,Insufficient EPS comparison,34711504.0,0.666,6.050955414012744,145964.0,36811881.0,0.435,1.58,53.103448275862085,-57.848101265822784,61.1474348514402,Neutral,0.005382774517724398,0.0011986602403794297,Bullish,0.6152449999999998,0.6170780000000002,0.6941585000000008,0.6192237393738405,0.623234774952685,0.7653889001229814,Mixed,0.5735662536176865,0.6569237463823131,At/above upper band,60.92967134303647,48.603581623945736,13.804519642722568,22.32499093593969,13.527335479863725,203.28645271528856,0.056599999999999984,0.6240597377962521,0.04522681879704876,6.790813633190504,1.360160575806653,17.58474576271187,-8.767123287671227,27.83109404990403,0.46969696969696967,Buy,Neutral,Strong Buy,Buy,Neutral / mixed technical bias,0.4587446794204725,0.8732553205795276,31.11941750443357,Complete,https://www.nasdaq.com/market-activity/earnings?date=2026-09-09,https://www.tradingview.com/symbols/NASDAQ-DXLG/,2026-09-06T07:14:29+00:00
2026-10-05,Time not supplied,FKWL,Franklin Wireless Corp.,NASDAQ,United States,Jun/2026,,6.0,N/A,-0.03,,Insufficient EPS comparison,29494874.0,2.4544,-1.937752207439361,8180.0,28923336.999999996,2.21,5.48,11.058823529411764,-55.211678832116796,50.90377439582918,Neutral,0.021785391928281772,0.016889866574156292,Bullish,2.449615000000003,2.4083460000000008,3.4436924999999996,2.4496470876983336,2.5074331572799555,3.236462417375192,Mixed,2.3568359016006224,2.542394098399384,Middle third,66.26609808102349,75.63458895996213,19.026003058537917,14.895101800902063,18.24926083879444,47.034800214581175,-0.04559999999999986,2.4351303377754325,0.07356095727436629,2.9971054952072316,0.6073610977049473,6.251082251082255,-11.393501805054147,-35.89301572376325,-0.11212121212121212,Sell,Neutral,Sell,Neutral,Neutral / mixed technical bias,2.1173013450968043,2.791498654903196,13.734462797555244,Complete,https://www.nasdaq.com/market-activity/earnings?date=2026-10-05,https://www.tradingview.com/symbols/NASDAQ-FKWL/,2026-09-06T07:14:29+00:00
2026-10-05,Time not supplied,NNVC,"NanoViricides, Inc.",AMEX,United States,Jun/2026,-0.11,1.0,9/29/2025,-0.13,15.384615384615389,Forecast EPS growth,29356456.0,1.12,-2.608695652173896,489457.0,28590636.000000004,0.85,2.2299,31.764705882352963,-49.77353244540114,25.407131316430664,Oversold,-0.08042654653874304,-0.06689173328005069,Bearish,1.2909999999999993,1.4370000000000007,1.2680879999999994,1.2841423960524772,1.3707148551964596,1.3524857691342482,Negative / mixed,1.1339140362730926,1.448085963726906,At/below lower band,4.86675180928055,4.50996371302885,25.391704351876843,11.899011996769325,28.87163003720703,-180.33418235608247,-0.20999999999999996,1.2882940255707862,0.08005254738148156,7.147548873346567,1.7712591483891889,-25.827814569536418,-25.333333333333325,22.47129579004922,-0.5575757575757576,Strong Sell,Bearish,Strong Sell,Sell,Bearish technical bias,0.7531531420503219,1.4868468579496783,32.75418374550698,Complete,https://www.nasdaq.com/market-activity/earnings?date=2026-10-05,https://www.tradingview.com/symbols/AMEX-NNVC/,2026-09-06T07:14:29+00:00
2026-09-09,Time not supplied,ATCH,"AtlasClear Holdings, Inc.",AMEX,United States,Jun/2026,-0.01,1.0,N/A,,,Insufficient EPS comparison,28789684.0,0.1896,-0.992167101827683,559305.0,28504045.0,0.1699,1.92,11.595055915244256,-90.125,48.792355572594005,Neutral,0.0002628830198267429,0.0007061921273430118,Bearish,0.19272500000000004,0.18796999999999983,0.23478350000000373,0.1906672501199044,0.19403927726277467,1.5319855472511117,Mixed,0.18580318665377968,0.1996468133462204,Lower third,20.16666666666663,18.166666666666636,9.364367648190827,15.012790633157696,14.81361981579539,-67.8448813982558,-0.005500000000000005,0.19320842192940077,0.009544339030382334,5.033934087754396,0.5342311290725447,3.6065573770491777,-17.31356301788051,-10.566037735849058,-0.403030303030303,Sell,Neutral,Strong Sell,Sell,Neutral / mixed technical bias,0.1458623439349515,0.23333765606504847,23.068384000552992,Complete,https://www.nasdaq.com/market-activity/earnings?date=2026-09-09,https://www.tradingview.com/symbols/AMEX-ATCH/,2026-09-06T07:14:29+00:00
2026-09-08,Time not supplied,AAME,Atlantic American Corporation,NASDAQ,United States,Jun/2026,,7.0,N/A,0.07,,Insufficient EPS comparison,27740230.0,1.36,,10121.0,27740230.999999996,1.25,3.46,8.800000000000008,-60.69364161849711,43.40914292154913,Neutral,-0.051069925182989806,-0.058764458959978415,Bullish,1.3902499999999995,1.525000000000002,2.2449199999999983,1.4065395505223262,1.54724004521033,2.044639168731434,Bearish alignment,1.256965529786878,1.523534470213121,Middle third,29.532247308754894,30.167349401416274,18.961690308115838,16.73405724585595,14.965757855180197,-42.42237428846782,0.010000000000000009,1.4127884519859923,0.09796840612141898,7.203559273633749,0.03296031930573928,-15.945611866501853,-21.839080459770106,-48.484848484848484,-0.4,Sell,Neutral,Strong Sell,Unavailable,Neutral / mixed technical bias,0.9110523632344225,1.8089476367655777,33.01085564452776,Complete,https://www.nasdaq.com/market-activity/earnings?date=2026-09-08,https://www.tradingview.com/symbols/NASDAQ-AAME/,2026-09-06T07:14:29+00:00
2026-09-10,Time not supplied,EONR,EON Resources Inc.,AMEX,United States,Jun/2026,,,N/A,-0.06,,Insufficient EPS comparison,28402008.0,0.555,-2.3574947220267357,212476.0,27732432.0,0.3272,1.58,69.62102689486555,-64.87341772151898,60.29975376007981,Neutral,0.013357185973679409,0.003404954279891207,Bullish,0.5054250000000001,0.5077640000000007,0.5693554999999998,0.5194864022737229,0.5260102691759385,0.5813202111905184,Mixed,0.44064232098778466,0.5702076790122156,Upper third,71.48800783162021,72.92694741399727,21.111097020986858,23.330881182408046,10.331425527434837,125.76800379452287,0.07440000000000002,0.5155673220846289,0.035264671073678894,6.35399478805025,0.35371494247362734,11.895161290322593,-14.903403863845439,-24.14924149241492,0.15454545454545454,Buy,Neutral,Buy,Neutral,Neutral / mixed technical bias,0.3933969754471469,0.7166030245528532,29.117662081595164,Complete,https://www.nasdaq.com/market-activity/earnings?date=2026-09-10,https://www.tradingview.com/symbols/AMEX-EONR/,2026-09-06T07:14:29+00:00
2026-09-22,Time not supplied,AYTU,"Aytu BioPharma, Inc. ",NASDAQ,United States,Jun/2026,-0.22,1.0,9/23/2025,-0.26,15.384615384615389,Forecast EPS growth,24525380.0,2.21,-3.2822757111597447,15882.0,23720389.0,1.6501,3.065,33.93127689230957,-27.89559543230016,43.75439469921546,Neutral,-0.0010305742574701071,0.013506306939733976,Bearish,2.3157750000000012,2.2409100000000017,2.3831480000000025,2.281591372859515,2.2713046310903295,2.3004597644568334,Negative / mixed,2.208398803848515,2.4231511961514873,Lower third,26.374828594307647,27.432484598644397,20.229988699780883,9.341356477601174,24.035982011021268,-104.51544006908624,-0.16000000000000014,2.3290468357906864,0.08454047136667928,3.8253606953248545,0.7717801189596858,1.3761467889908165,3.7558685446009425,-10.887096774193548,-0.6484848484848484,Strong Sell,Bearish,Strong Sell,Sell,Bearish technical bias,1.8225868906749454,2.5974131093250543,17.53000494683505,Complete,https://www.nasdaq.com/market-activity/earnings?date=2026-09-22,https://www.tradingview.com/symbols/NASDAQ-AYTU/,2026-09-06T07:14:29+00:00
2026-09-09,Time not supplied,PTN,"Palatin Technologies, Inc.",NASDAQ,United States,Jun/2026,,,N/A,,,Insufficient EPS comparison,23272916.0,12.7,-2.9051987767584158,257715.0,22596793.0,5.61,31.0,126.38146167557932,-59.03225806451613,68.52504762529874,Neutral,0.8328059500143432,0.4796443118015672,Bullish,10.312500000000007,9.56449800000001,16.063240499999992,10.659543499575907,10.62081380608017,14.658736314599723,Mixed,7.451948479750682,13.173051520249333,Upper third,79.97328086559834,82.73104019949163,33.32813729935171,29.033044169758,9.34855331801047,189.36395280207088,3.01,11.672038747871493,1.2533116936961963,9.868596013355878,1.7056058684781086,52.27817745803357,-11.12666200139958,-42.86999550157445,0.2909090909090909,Buy,Neutral,Buy,Buy,Neutral / mixed technical bias,6.9566042942638715,18.443395705736126,45.22358823414274,Complete,https://www.nasdaq.com/market-activity/earnings?date=2026-09-09,https://www.tradingview.com/symbols/NASDAQ-PTN/,2026-09-06T07:14:29+00:00
2026-09-09,Pre-market,CRMT,"America's Car-Mart, Inc.",NASDAQ,United States,Jul/2026,,,N/A,-0.69,,Insufficient EPS comparison,19146320.0,2.4,8.597285067873301,191121.0,20792384.0,1.38,37.74,73.91304347826089,-93.64069952305246,39.704232856865524,Neutral,-0.3227325246199215,-0.33562348881428267,Bullish,2.6519999999999984,3.0550000000000006,13.802124999999931,2.6025971266969408,3.645443489185808,13.48141333372768,Bearish alignment,1.8411091318802617,3.462890868119735,Middle third,13.500298151460946,10.80062529218936,31.950491101767636,13.308800807627964,24.269634418723406,-58.55779568374904,0.020000000000000018,2.625955975809814,0.29627079761319647,12.34461656721652,0.9585092831278774,-27.49244712990937,-69.46564885496184,-87.06199460916443,-0.17575757575757575,Sell,Neutral,Strong Sell,Buy,Neutral / mixed technical bias,1.042316643732585,3.757683356267415,56.57013984447562,Complete,https://www.nasdaq.com/market-activity/earnings?date=2026-09-09,https://www.tradingview.com/symbols/NASDAQ-CRMT/,2026-09-06T07:14:29+00:00
2026-10-05,Time not supplied,NEUP,Neuphoria Therapeutics Inc.,NASDAQ,United States,Jun/2026,-0.56,1.0,9/29/2025,-5.79,90.32815198618309,Forecast EPS growth,20321112.0,3.77,0.2659574468085168,21953.0,20375155.000000004,3.19,21.4004,18.181818181818187,-82.38350685033924,45.30929071308315,Neutral,-0.025174633090279563,-0.013174998782571739,Bearish,3.8415,3.770099999999993,4.282435000000014,3.8172181900672717,3.9210122985291984,4.763301193654102,Negative / mixed,3.6997572753187997,3.9832427246812,Lower third,7.936507936507932,8.641975308641978,22.720471661155695,19.9215785666449,14.452533965022193,-93.92090768676906,-0.14000000000000012,3.88830958719092,0.1516471874491372,4.0224718156269805,0.4471252451724233,-3.0848329048843213,-20.798319327731086,-15.848214285714294,-0.35454545454545455,Sell,Bearish,Strong Sell,Neutral,Bearish technical bias,3.0750652845871715,4.464934715412828,18.43328157593709,Complete,https://www.nasdaq.com/market-activity/earnings?date=2026-10-05,https://www.tradingview.com/symbols/NASDAQ-NEUP/,2026-09-06T07:14:29+00:00
2026-10-05,Time not supplied,BTLN,"Brightline Interactive, Inc.",NASDAQ,United States,Jun/2026,,7.0,N/A,,,Insufficient EPS comparison,19962908.0,0.9202,0.021739130434780214,65072.0,19967247.0,0.42,1.85,119.0952380952381,-50.259459459459464,50.08347323088879,Neutral,0.014539766774065432,0.022137504862009532,Bearish,0.9386800000000003,0.8775399999999998,0.8064100000000003,0.9290172575325237,0.883458037774878,0.8906726539803206,Positive / mixed,0.8635009710092244,1.013859028990776,Middle third,58.552845528455265,61.30081300813007,10.844704336844428,16.96036763109384,17.834282807846993,-47.33686067019395,-0.14980000000000004,0.9580148673119109,0.09512427938055588,10.337348335204943,0.4479719342884542,4.15393322014715,15.024999999999997,46.50533354561376,0.02121212121212121,Neutral,Neutral,Buy,Neutral,Neutral / mixed technical bias,0.48428578931047567,1.3561142106895243,47.37168123120238,Complete,https://www.nasdaq.com/market-activity/earnings?date=2026-10-05,https://www.tradingview.com/symbols/NASDAQ-BTLN/,2026-09-06T07:14:29+00:00
2026-09-11,Time not supplied,JVA,"Coffee Holding Co., Inc.",NASDAQ,United States,Jul/2026,,2.0,N/A,-0.21,,Insufficient EPS comparison,19808840.0,3.47,,21564.0,19808839.0,2.93,5.631,18.430034129692842,-38.376842479133366,48.70435085332592,Neutral,-0.01331672654836602,-0.01357910851603673,Bullish,3.483500000000003,3.461600000000002,3.7596700000000003,3.468407539473349,3.5432473892231644,3.782480211841252,Mixed,3.408326866501721,3.558673133498285,Middle third,40.89093701996941,31.408090117767642,13.672482754445664,10.544802990603836,15.84294657322809,-68.59729146777332,-0.05999999999999961,3.492602736477344,0.08077771750659375,2.3278881125819524,0.7283830935677058,2.058823529411773,-23.56828193832599,11.21794871794872,-0.11212121212121212,Sell,Neutral,Sell,Neutral,Neutral / mixed technical bias,3.099829995060275,3.8401700049397256,10.667723485294678,Complete,https://www.nasdaq.com/market-activity/earnings?date=2026-09-11,https://www.tradingview.com/symbols/NASDAQ-JVA/,2026-09-06T07:14:29+00:00
2026-10-06,Time not supplied,ARTW,"Art's-Way Manufacturing Co., Inc.",NASDAQ,United States,Aug/2026,,3.0,N/A,0.05,,Insufficient EPS comparison,15760720.0,3.32,9.567341011847788,91318.0,17268603.0,2.05,4.1699,61.95121951219513,-20.381783735821013,68.68020297031126,Neutral,0.14049397473955194,0.12786180072370734,Bullish,2.9535049999999976,2.5974020000000024,2.478300499999995,2.8823691078721083,2.7074552079139305,2.5353830819667045,Bullish alignment,2.621399501852089,3.285610498147906,At/above upper band,78.22666666666669,62.49679012345681,43.008688246980505,31.031513078986677,17.763373143347895,118.13824121197699,0.36999999999999966,2.871436576614605,0.23762263539970727,7.157308295171906,4.68823961269323,48.52592493177648,28.682170542635646,46.25550660792951,0.603030303030303,Strong Buy,Bullish,Strong Buy,Buy,Bullish technical bias,2.231076286445948,4.408923713554051,32.798907034760596,Complete,https://www.nasdaq.com/market-activity/earnings?date=2026-10-06,https://www.tradingview.com/symbols/NASDAQ-ARTW/,2026-09-06T07:14:29+00:00
2026-09-11,Time not supplied,IHT,InnSuites Hospitality Trust,AMEX,United States,Jul/2026,,8.0,N/A,-0.04,,Insufficient EPS comparison,12599798.0,1.36,1.492537313432837,1969.0,16372453.0,0.95,4.24,43.15789473684213,-67.9245283018868,39.60339234590902,Neutral,-0.08614706897776014,-0.07509643621589991,Bearish,1.4735000000000018,1.6195460000000004,1.3394314150000028,1.4509484916985484,1.5210900659603588,1.4920782068018146,Mixed,1.2151184991142445,1.731881500885759,Lower third,26.100257375502633,24.95069237316039,33.380958734153154,8.562332756067551,16.553410810658168,-64.98782842273157,-0.1499999999999999,1.3442409257992134,0.12057447483947983,8.865770208785282,0.014357119680337163,-19.999999999999993,-9.333333333333327,32.864400156311056,-0.2,Sell,Neutral,Sell,Unavailable,Neutral / mixed technical bias,0.8074583421685354,1.912541657831465,40.62806307584299,Complete,https://www.nasdaq.com/market-activity/earnings?date=2026-09-11,https://www.tradingview.com/symbols/AMEX-IHT/,2026-09-06T07:14:29+00:00
2026-09-24,Time not supplied,ASTC,Astrotech Corporation,NASDAQ,United States,Jun/2026,,2.0,N/A,-1.75,,Insufficient EPS comparison,15132539.0,7.37,2.646239554317554,35909.0,15532982.000000002,1.915,68.85,284.8563968668407,-89.2955700798838,44.483455295211535,Neutral,-0.45503535929734795,-0.5086543746716401,Bullish,7.789249999999998,8.197500000000002,6.670803999999992,7.564769179271884,8.640027579095179,7.77504627895446,Mixed,6.143594279625987,9.43490572037401,Middle third,24.11888389334145,16.294715936037026,25.613817594269754,24.812532847036127,14.89137843790123,-48.89335419385844,-0.13999999999999968,8.613247549538778,0.8550453150518977,11.601700339917201,1.0297373250745583,1.5151515151515196,-82.02439024390245,200.81632653061223,-0.15454545454545454,Sell,Neutral,Sell,Neutral,Neutral / mixed technical bias,3.451690121157315,11.288309878842686,53.16566999786547,Complete,https://www.nasdaq.com/market-activity/earnings?date=2026-09-24,https://www.tradingview.com/symbols/NASDAQ-ASTC/,2026-09-06T07:14:29+00:00
2026-09-10,Time not supplied,HSCS,HeartSciences Inc.,NASDAQ,United States,Jul/2026,-0.78,2.0,9/11/2025,-1.58,50.63291139240506,Forecast EPS growth,13102290.0,3.73,11.011904761904766,182892.0,14545102.0,1.63,3.83,128.83435582822088,-2.610966057441255,75.63549787401841,Overbought,0.28767051285509426,0.19015899788424198,Bullish,2.6852500000000186,2.5740999999999996,2.5231489999999996,2.8611352091923274,2.5808809505923214,2.685434967986234,Bullish alignment,1.6660470025556515,3.7044529974443856,At/above upper band,89.05816385660762,87.31595412017678,40.29293147879386,35.823868175296646,6.640305377640225,138.0591173472426,0.9300000000000002,2.811263683019802,0.30146736343179364,8.082234944552107,1.124673237079067,79.32692307692308,86.5,42.50238777459407,0.603030303030303,Strong Buy,Bullish,Strong Buy,Buy,Bullish technical bias,2.3485029875150434,5.111497012484957,37.03745341782725,Complete,https://www.nasdaq.com/market-activity/earnings?date=2026-09-10,https://www.tradingview.com/symbols/NASDAQ-HSCS/,2026-09-06T07:14:29+00:00
